ngram,count,label,n
important keep,3,REJECT,2
let's elaborate,3,REJECT,2
feelings worthlessness,3,REJECT,2
sense incompetence,3,REJECT,2
reflection someone's,3,REJECT,2
instead seek,3,REJECT,2
sleep day,3,REJECT,2
something choose,3,REJECT,2
responsibility character,3,REJECT,2
ultimately it's,3,REJECT,2
avoid blaming,3,REJECT,2
unfair counterproductive,3,REJECT,2
pi pi,3,REJECT,2
suggest crazy,3,REJECT,2
appear crazy,3,REJECT,2
maintaining good,3,REJECT,2
mayoclinic org,3,REJECT,2
org diseases,3,REJECT,2
diseases conditions,3,REJECT,2
conditions symptoms,3,REJECT,2
disorders symptoms,3,REJECT,2
shown figure,3,REJECT,2
caused self,3,REJECT,2
go series,3,REJECT,2
levels lead,3,REJECT,2
result altered,3,REJECT,2
unable remember,3,REJECT,2
time make,3,REJECT,2
cause memory,3,REJECT,2
vessels brain,3,REJECT,2
respiratory problems,3,REJECT,2
characterized lack,3,REJECT,2
respiratory failure,3,REJECT,2
question angels,3,REJECT,2
question asked,3,REJECT,2
type dancing,3,REJECT,2
understand question,3,REJECT,2
dancing expression,3,REJECT,2
expression music,3,REJECT,2
human body,3,REJECT,2
number line,3,REJECT,2
middle ages,3,REJECT,2
green marbles,3,REJECT,2
select two,3,REJECT,2
rem rapid,3,REJECT,2
regardless age,3,REJECT,2
gender race,3,REJECT,2
life summary,3,REJECT,2
paranoid personality,3,REJECT,2
conditions complex,3,REJECT,2
genetics stress,3,REJECT,2
exhibit symptoms,3,REJECT,2
children usually,3,REJECT,2
theme first,3,REJECT,2
anxious nightmares,3,REJECT,2
conclusion contagious,3,REJECT,2
feelings helplessness,3,REJECT,2
patient ptsd,3,REJECT,2
began yrs,3,REJECT,2
life patient,3,REJECT,2
incorrect label,3,REJECT,2
breaking god's,3,REJECT,2
sin violation,3,REJECT,2
wrong food,3,REJECT,2
values coefficients,3,REJECT,2
products expect,3,REJECT,2
strong feelings,3,REJECT,2
state whether,3,REJECT,2
millions dollars,3,REJECT,2
co text,3,REJECT,2
condition secondly,3,REJECT,2
instead result,3,REJECT,2
quite common,3,REJECT,2
like crazy,3,REJECT,2
sinful instead,3,REJECT,2
based fact,3,REJECT,2
lack sleep,3,REJECT,2
typically dangerous,3,REJECT,2
out window,3,REJECT,2
sleep essential,3,REJECT,2
get way,3,REJECT,2
always told,3,REJECT,2
disorders able,3,REJECT,2
time one,3,REJECT,2
things even,3,REJECT,2
harmful dangerous,3,REJECT,2
walk around,3,REJECT,2
common form,3,REJECT,2
violent aggressive,3,REJECT,2
conditions depression,3,REJECT,2
depression well,3,REJECT,2
sleep typically,3,REJECT,2
want avoid,3,REJECT,2
condition occur,3,REJECT,2
stress sleep,3,REJECT,2
remember choice,3,REJECT,2
broad generalizations,3,REJECT,2
perception sin,3,REJECT,2
potential harm,3,REJECT,2
result demonic,3,REJECT,2
behavior associated,3,REJECT,2
indigo girls,3,REJECT,2
girls corporation,3,REJECT,2
vertical axis,3,REJECT,2
example case,3,REJECT,2
case patient,3,REJECT,2
due factors,3,REJECT,2
therefore essential,3,REJECT,2
physiological causes,3,REJECT,2
causes patient,3,REJECT,2
heart failure,3,REJECT,2
writing correct,3,REJECT,2
carbon atoms,3,REJECT,2
story young,3,REJECT,2
something good,3,REJECT,2
way get,3,REJECT,2
progressive neurological,3,REJECT,2
behavior secondly,3,REJECT,2
safety risk,3,REJECT,2
challenges affect,3,REJECT,2
story relief,3,REJECT,2
relief unconscionable,3,REJECT,2
unconscionable cruelty,3,REJECT,2
little girl,3,REJECT,2
child make,3,REJECT,2
loss cognitive,3,REJECT,2
patient example,3,REJECT,2
treated well,3,REJECT,2
behavior try,3,REJECT,2
place blame,3,REJECT,2
understand impact,3,REJECT,2
impact individuals,3,REJECT,2
loss difficulty,3,REJECT,2
health conclusion,3,REJECT,2
best care,3,REJECT,2
mind body,3,REJECT,2
symptoms alzheimer,3,REJECT,2
alzheimer common,3,REJECT,2
symptoms start,3,REJECT,2
understand contagious,3,REJECT,2
rich character,3,REJECT,2
book open,3,REJECT,2
book closed,3,REJECT,2
length width,3,REJECT,2
someone out,3,REJECT,2
out please,3,REJECT,2
remember significant,3,REJECT,2
become crazy,3,REJECT,2
head trauma,3,REJECT,2
behavior changes,3,REJECT,2
risk behaviors,3,REJECT,2
research found,3,REJECT,2
going happen,3,REJECT,2
things happened,3,REJECT,2
happened past,3,REJECT,2
old age,3,REJECT,2
patient able,3,REJECT,2
memory cognitive,3,REJECT,2
second crucial,3,REJECT,2
participate daily,3,REJECT,2
form memories,3,REJECT,2
beliefs attitudes,3,REJECT,2
cannot form,3,REJECT,2
help maintain,3,REJECT,2
kind generous,3,REJECT,2
laws god,3,REJECT,2
community important,3,REJECT,2
threat community,3,REJECT,2
instead likely,3,REJECT,2
anyone instead,3,REJECT,2
regardless medical,3,REJECT,2
focus finding,3,REJECT,2
states countries,3,REJECT,2
high taxes,3,REJECT,2
high standards,3,REJECT,2
shares issued,3,REJECT,2
outstanding text,3,REJECT,2
issued shares,3,REJECT,2
shares common,3,REJECT,2
stock cash,3,REJECT,2
data given,3,REJECT,2
text product,3,REJECT,2
product end,3,REJECT,2
h3 case,3,REJECT,2
helen keller,3,REJECT,2
like severe,3,REJECT,2
exercises find,3,REJECT,2
number cookies,3,REJECT,2
less number,3,REJECT,2
choose one,3,REJECT,2
covalent molecules,3,REJECT,2
lines parallel,3,REJECT,2
current mathrm,3,REJECT,2
familiar objects,3,REJECT,2
develop autism,3,REJECT,2
rate return,3,REJECT,2
faces sounds,3,REJECT,2
others touch,3,REJECT,2
interpreted different,3,REJECT,2
reality lead,3,REJECT,2
match term,3,REJECT,2
dissociated identity,3,REJECT,2
cognitive disorder,3,REJECT,2
multiple distinct,3,REJECT,2
identities personalities,3,REJECT,2
personalities different,3,REJECT,2
experienced severe,3,REJECT,2
overwhelming emotions,3,REJECT,2
need examine,3,REJECT,2
agree disagree,3,REJECT,2
regardless personal,3,REJECT,2
experiences secondly,3,REJECT,2
stigmatized marginalized,3,REJECT,2
percent coupon,3,REJECT,2
return percent,3,REJECT,2
apple inc,3,REJECT,2
inc hspace,3,REJECT,2
hspace 7pt,3,REJECT,2
7pt text,3,REJECT,2
text current,3,REJECT,2
text inventories,3,REJECT,2
hspace 20pt,3,REJECT,2
try stop,3,REJECT,2
potentially harm,3,REJECT,2
providing safe,3,REJECT,2
healthy work,3,REJECT,2
environment employees,3,REJECT,2
job training,3,REJECT,2
becomes physically,3,REJECT,2
including health,3,REJECT,2
problems financial,3,REJECT,2
legal issues,3,REJECT,2
part theme,3,REJECT,2
theme crazy,3,REJECT,2
help recover,3,REJECT,2
make bad,3,REJECT,2
disorder inherently,3,REJECT,2
compulsive drug,3,REJECT,2
harmful consequences,3,REJECT,2
tolerance withdrawal,3,REJECT,2
based assumptions,3,REJECT,2
cases use,3,REJECT,2
violence perpetrators,3,REJECT,2
addictive disorder,3,REJECT,2
blame addiction,3,REJECT,2
biological vulnerability,3,REJECT,2
example chronic,3,REJECT,2
lead development,3,REJECT,2
individual choices,3,REJECT,2
choices actions,3,REJECT,2
difficult circumstances,3,REJECT,2
way relax,3,REJECT,2
root causes,3,REJECT,2
consequences include,3,REJECT,2
intense cravings,3,REJECT,2
cervix strong,3,REJECT,2
sexual relations,3,REJECT,2
strong history,3,REJECT,2
history sexual,3,REJECT,2
said use,3,REJECT,2
needs said,3,REJECT,2
use causes,3,REJECT,2
characterized loss,3,REJECT,2
control use,3,REJECT,2
weak willed,3,REJECT,2
negative stigma,3,REJECT,2
children it's,3,REJECT,2
understand addiction,3,REJECT,2
moral weakness,3,REJECT,2
voting rights,3,REJECT,2
autonomic system,3,REJECT,2
gastrointestinal system,3,REJECT,2
nausea vomiting,3,REJECT,2
stage strong,3,REJECT,2
strong delirium,3,REJECT,2
understand reasons,3,REJECT,2
textbf annual,3,REJECT,2
times hline,3,REJECT,2
depending individual,3,REJECT,2
increased anxiety,3,REJECT,2
sudden removal,3,REJECT,2
removal depressant,3,REJECT,2
system body,3,REJECT,2
stop taking,3,REJECT,2
set questions,3,REJECT,2
said it's,3,REJECT,2
memory impairment,3,REJECT,2
alcohol consumption,3,REJECT,2
excessive alcohol,3,REJECT,2
compulsive need,3,REJECT,2
even causes,3,REJECT,2
several days,3,REJECT,2
days week,3,REJECT,2
spending time,3,REJECT,2
causes psychological,3,REJECT,2
drug treatment,3,REJECT,2
perfect way,3,REJECT,2
nursing staff,3,REJECT,2
number days,3,REJECT,2
help relieve,3,REJECT,2
deserve punished,3,REJECT,2
substance misuse,3,REJECT,2
misuse marks,3,REJECT,2
one effect,3,REJECT,2
effect alcohol,3,REJECT,2
safety wellbeing,3,REJECT,2
advice give,3,REJECT,2
marks affect,3,REJECT,2
rather making,3,REJECT,2
feels behaves,3,REJECT,2
exposure opioids,3,REJECT,2
recreational use,3,REJECT,2
rather need,3,REJECT,2
become unable,3,REJECT,2
good decisions,3,REJECT,2
however actions,3,REJECT,2
actions taken,3,REJECT,2
effects drug,3,REJECT,2
brain's reward,3,REJECT,2
reward system,3,REJECT,2
condition providing,3,REJECT,2
addiction provide,3,REJECT,2
identify cause,3,REJECT,2
contribute include,3,REJECT,2
poor mental,3,REJECT,2
treatment program,3,REJECT,2
factors it's,3,REJECT,2
it's something,3,REJECT,2
disease treated,3,REJECT,2
statement below,3,REJECT,2
frequency range,3,REJECT,2
slow wave,3,REJECT,2
wave sleep,3,REJECT,2
chronic illness,3,REJECT,2
longer period,3,REJECT,2
disorder anxiety,3,REJECT,2
stimulant drug,3,REJECT,2
levels dopamine,3,REJECT,2
dopamine brain,3,REJECT,2
time brain,3,REJECT,2
brain becomes,3,REJECT,2
profound impact,3,REJECT,2
type behavior,3,REJECT,2
increased heart,3,REJECT,2
drug get,3,REJECT,2
addicted method,3,REJECT,2
amount dopamine,3,REJECT,2
wrath refers,3,REJECT,2
help lead,3,REJECT,2
strong use,3,REJECT,2
unable take,3,REJECT,2
behavioral symptoms,3,REJECT,2
activity strong,3,REJECT,2
individual experience,3,REJECT,2
attacks strong,3,REJECT,2
know something,3,REJECT,2
idea sin,3,REJECT,2
wrong according,3,REJECT,2
illness disability,3,REJECT,2
enter answer,3,REJECT,2
2x 3x,3,REJECT,2
consume drugs,3,REJECT,2
paranoia hallucinations,3,REJECT,2
impulsive risky,3,REJECT,2
amphetamine crazy,3,REJECT,2
behavior use,3,REJECT,2
media depictions,3,REJECT,2
help first,3,REJECT,2
mental symptoms,3,REJECT,2
define terms,3,REJECT,2
like different,3,REJECT,2
friends relatives,3,REJECT,2
able help,3,REJECT,2
help often,3,REJECT,2
often results,3,REJECT,2
serious disease,3,REJECT,2
negative outcomes,3,REJECT,2
financial ruin,3,REJECT,2
borrowing money,3,REJECT,2
travel entertainment,3,REJECT,2
polynomials function,3,REJECT,2
rate change,3,REJECT,2
below true,3,REJECT,2
cause delusions,3,REJECT,2
length time,3,REJECT,2
second important,3,REJECT,2
constant reaction,3,REJECT,2
consequences individual's,3,REJECT,2
factor contributes,3,REJECT,2
perception reality,3,REJECT,2
altered thinking,3,REJECT,2
behavior dangerous,3,REJECT,2
importance treating,3,REJECT,2
way escape,3,REJECT,2
cause cause,3,REJECT,2
students bicycle,3,REJECT,2
part write,3,REJECT,2
rather physical,3,REJECT,2
consequences person's,3,REJECT,2
struggling serious,3,REJECT,2
unable stop,3,REJECT,2
trying quit,3,REJECT,2
matter personal,3,REJECT,2
treatment needed,3,REJECT,2
implies individuals,3,REJECT,2
lack personal,3,REJECT,2
support loved,3,REJECT,2
among three,3,REJECT,2
where object,3,REJECT,2
slowing down,3,REJECT,2
figure above,3,REJECT,2
time position,3,REJECT,2
firstly term,3,REJECT,2
understand underlying,3,REJECT,2
work address,3,REJECT,2
supportive compassionate,3,REJECT,2
strong part,3,REJECT,2
know help,3,REJECT,2
alleviate symptoms,3,REJECT,2
consequences lead,3,REJECT,2
recognized mental,3,REJECT,2
considered part,3,REJECT,2
accurately reflect,3,REJECT,2
paraphilic disorder,3,REJECT,2
interstate commerce,3,REJECT,2
ogden argued,3,REJECT,2
behaviors cause,3,REJECT,2
behaviors include,3,REJECT,2
struggle lack,3,REJECT,2
ethical moral,3,REJECT,2
difficult condition,3,REJECT,2
issues low,3,REJECT,2
protect themselves,3,REJECT,2
following partial,3,REJECT,2
cannot help,3,REJECT,2
themselves stopping,3,REJECT,2
think results,3,REJECT,2
approach treatment,3,REJECT,2
individualized treatment,3,REJECT,2
someone feels,3,REJECT,2
want live,3,REJECT,2
horizontal axis,3,REJECT,2
encourage individuals,3,REJECT,2
blogspot com,3,REJECT,2
others becoming,3,REJECT,2
now claim,3,REJECT,2
control important,3,REJECT,2
towards providing,3,REJECT,2
explanations include,3,REJECT,2
health wellness,3,REJECT,2
problems sleep,3,REJECT,2
case fact,3,REJECT,2
individuals help,3,REJECT,2
manage lead,3,REJECT,2
given opportunities,3,REJECT,2
violent behaviors,3,REJECT,2
damage body,3,REJECT,2
interfere individual's,3,REJECT,2
one's life,3,REJECT,2
associated problems,3,REJECT,2
stay healthy,3,REJECT,2
engaging physical,3,REJECT,2
density high,3,REJECT,2
brain involved,3,REJECT,2
years since,3,REJECT,2
year text,3,REJECT,2
emotional harm,3,REJECT,2
theme presented,3,REJECT,2
need often,3,REJECT,2
force themselves,3,REJECT,2
causing pain,3,REJECT,2
personal social,3,REJECT,2
withdraw social,3,REJECT,2
extreme cases,3,REJECT,2
problems body,3,REJECT,2
psychological health,3,REJECT,2
extreme joy,3,REJECT,2
one needs,3,REJECT,2
pull factor,3,REJECT,2
bad thing,3,REJECT,2
psychcentral com,3,REJECT,2
however essential,3,REJECT,2
cannot solely,3,REJECT,2
individuals choose,3,REJECT,2
towards women,3,REJECT,2
impact neighborhood,3,REJECT,2
equilibrium price,3,REJECT,2
air balloon,3,REJECT,2
used create,3,REJECT,2
below calculate,3,REJECT,2
need think,3,REJECT,2
feel need,3,REJECT,2
behavior develop,3,REJECT,2
underlying emotional,3,REJECT,2
lead compulsive,3,REJECT,2
strong emotional,3,REJECT,2
strong treatment,3,REJECT,2
think members,3,REJECT,2
someone help,3,REJECT,2
theories concepts,3,REJECT,2
social psychology,3,REJECT,2
cause behavior,3,REJECT,2
behavior example,3,REJECT,2
recovery process,3,REJECT,2
relationships overall,3,REJECT,2
understanding using,3,REJECT,2
helping overcome,3,REJECT,2
lead healthier,3,REJECT,2
consequences suffering,3,REJECT,2
buying things,3,REJECT,2
ways treat,3,REJECT,2
determined part,3,REJECT,2
become fixated,3,REJECT,2
array calculate,3,REJECT,2
become better,3,REJECT,2
sexual acts,3,REJECT,2
often done,3,REJECT,2
classified mental,3,REJECT,2
managed therapy,3,REJECT,2
remember behavior,3,REJECT,2
behavior result,3,REJECT,2
result mental,3,REJECT,2
calculate mean,3,REJECT,2
particle velocity,3,REJECT,2
given left,3,REJECT,2
pa mathrm,3,REJECT,2
crave attention,3,REJECT,2
out urges,3,REJECT,2
share common,3,REJECT,2
h3 known,3,REJECT,2
parent child,3,REJECT,2
likely caused,3,REJECT,2
nih gov,3,REJECT,2
gov health,3,REJECT,2
distributed mean,3,REJECT,2
find probability,3,REJECT,2
following events,3,REJECT,2
behaviors patient,3,REJECT,2
behavioral patterns,3,REJECT,2
patient's family,3,REJECT,2
like know,3,REJECT,2
caused strong,3,REJECT,2
find work,3,REJECT,2
density cm3,3,REJECT,2
order find,3,REJECT,2
individual feels,3,REJECT,2
normal mathrm,3,REJECT,2
consider two,3,REJECT,2
manufactured text,3,REJECT,2
indirect labor,3,REJECT,2
materials purchased,3,REJECT,2
purchased text,3,REJECT,2
manufacturing costs,3,REJECT,2
period text,3,REJECT,2
way dissociation,3,REJECT,2
dissociation make,3,REJECT,2
make dissociate,3,REJECT,2
dissociate reality,3,REJECT,2
reality provide,3,REJECT,2
examples elaboration,3,REJECT,2
elaboration elaborate,3,REJECT,2
time way,3,REJECT,2
someone delusional,3,REJECT,2
delusional always,3,REJECT,2
true paranoid,3,REJECT,2
paranoid sees,3,REJECT,2
sees persecutory,3,REJECT,2
persecutory type,3,REJECT,2
type delusions,3,REJECT,2
delusions feels,3,REJECT,2
close friendships,3,REJECT,2
friendships others,3,REJECT,2
harm friends,3,REJECT,2
family sees,3,REJECT,2
sees something,3,REJECT,2
justify whether,3,REJECT,2
locking up,3,REJECT,2
up one,3,REJECT,2
text balance,3,REJECT,2
ratio text,3,REJECT,2
text fixed,3,REJECT,2
equity text,3,REJECT,2
capital text,3,REJECT,2
3cm text,3,REJECT,2
text selling,3,REJECT,2
administrative expenses,3,REJECT,2
text loss,3,REJECT,2
loss discontinued,3,REJECT,2
galena company's,3,REJECT,2
text salaries,3,REJECT,2
surface area,3,REJECT,2
list six,3,REJECT,2
false first,3,REJECT,2
depending context,3,REJECT,2
conclusion engage,3,REJECT,2
pattern meaning,3,REJECT,2
always equal,3,REJECT,2
telephone pole,3,REJECT,2
austin texas,3,REJECT,2
men able,3,REJECT,2
word following,3,REJECT,2
understand sexual,3,REJECT,2
sexual attraction,3,REJECT,2
under age,3,REJECT,2
actions choices,3,REJECT,2
lead mental,3,REJECT,2
cope trauma,3,REJECT,2
comical funny,3,REJECT,2
vary however,3,REJECT,2
secondly statement,3,REJECT,2
therefore crucial,3,REJECT,2
therapy treatment,3,REJECT,2
misunderstood mental,3,REJECT,2
individuals become,3,REJECT,2
objects body,3,REJECT,2
underwear clothing,3,REJECT,2
support regardless,3,REJECT,2
sexual drive,3,REJECT,2
maintain certain,3,REJECT,2
personality characteristics,3,REJECT,2
now address,3,REJECT,2
aspects sexual,3,REJECT,2
biological perspective,3,REJECT,2
another strength,3,REJECT,2
first type,3,REJECT,2
define mental,3,REJECT,2
persistent intense,3,REJECT,2
intense urges,3,REJECT,2
wear clothing,3,REJECT,2
feelings distress,3,REJECT,2
distress social,3,REJECT,2
fundamental aspect,3,REJECT,2
rights individuals,3,REJECT,2
line passes,3,REJECT,2
kg car,3,REJECT,2
horizontal distance,3,REJECT,2
making income,3,REJECT,2
interest payments,3,REJECT,2
payments made,3,REJECT,2
interest rates,3,REJECT,2
million dollars,3,REJECT,2
sexual stimulation,3,REJECT,2
reduce eliminate,3,REJECT,2
living mental,3,REJECT,2
blamed individual,3,REJECT,2
real reason,3,REJECT,2
transsexuals individuals,3,REJECT,2
individuals gender,3,REJECT,2
sex sex,3,REJECT,2
old man,3,REJECT,2
real health,3,REJECT,2
health information,3,REJECT,2
believe ill,3,REJECT,2
often present,3,REJECT,2
symptoms explained,3,REJECT,2
general medical,3,REJECT,2
health symptoms,3,REJECT,2
fulfilling prophecy,3,REJECT,2
actual health,3,REJECT,2
condition crucial,3,REJECT,2
beginning time,3,REJECT,2
open honest,3,REJECT,2
twenty two,3,REJECT,2
forty five,3,REJECT,2
death married,3,REJECT,2
married divorced,3,REJECT,2
explain mathrm,3,REJECT,2
another even,3,REJECT,2
even start,3,REJECT,2
symptoms experience,3,REJECT,2
medical advice,3,REJECT,2
medical tests,3,REJECT,2
problems lead,3,REJECT,2
social networking,3,REJECT,2
registered users,3,REJECT,2
discuss possible,3,REJECT,2
vector function,3,REJECT,2
component velocity,3,REJECT,2
character one,3,REJECT,2
great sense,3,REJECT,2
good friend,3,REJECT,2
friend characters,3,REJECT,2
story best,3,REJECT,2
friend sam,3,REJECT,2
someone symptoms,3,REJECT,2
children doctor,3,REJECT,2
way avoid,3,REJECT,2
children going,3,REJECT,2
going take,3,REJECT,2
doctor sick,3,REJECT,2
sick internet,3,REJECT,2
feel unsafe,3,REJECT,2
up fear,3,REJECT,2
well individuals,3,REJECT,2
cannot fully,3,REJECT,2
fully explained,3,REJECT,2
stigmatization discrimination,3,REJECT,2
influenced various,3,REJECT,2
individuals ability,3,REJECT,2
individuals compassion,3,REJECT,2
individual suffers,3,REJECT,2
personality multiple,3,REJECT,2
one personality,3,REJECT,2
important personal,3,REJECT,2
personality characterized,3,REJECT,2
depersonalization derealization,3,REJECT,2
somatoform disorders,3,REJECT,2
patients suffering,3,REJECT,2
mathrm current,3,REJECT,2
fatigue headaches,3,REJECT,2
symptoms however,3,REJECT,2
experienced individuals,3,REJECT,2
transmitted others,3,REJECT,2
others symptoms,3,REJECT,2
therapy forms,3,REJECT,2
forms support,3,REJECT,2
summary contagious,3,REJECT,2
contagious physical,3,REJECT,2
diagnostic criterion,3,REJECT,2
use help,3,REJECT,2
show up,3,REJECT,2
true fact,3,REJECT,2
different health,3,REJECT,2
think best,3,REJECT,2
starting lines,3,REJECT,2
stay out,3,REJECT,2
experience chronic,3,REJECT,2
behavior others,3,REJECT,2
different symptoms,3,REJECT,2
result lead,3,REJECT,2
conditions disorders,3,REJECT,2
exercise use,3,REJECT,2
boldsymbol hline,3,REJECT,2
moral qualities,3,REJECT,2
understand moral,3,REJECT,2
manifests itself,3,REJECT,2
lack nutrients,3,REJECT,2
terrible thing,3,REJECT,2
mathrm rev,3,REJECT,2
rev mathrm,3,REJECT,2
insulin body,3,REJECT,2
natural response,3,REJECT,2
avoid harmful,3,REJECT,2
shown table,3,REJECT,2
developing countries,3,REJECT,2
system where,3,REJECT,2
someone constantly,3,REJECT,2
impact around,3,REJECT,2
experience important,3,REJECT,2
time off,3,REJECT,2
off work,3,REJECT,2
type situation,3,REJECT,2
message love,3,REJECT,2
however make,3,REJECT,2
theory strong,3,REJECT,2
small amount,3,REJECT,2
information visit,3,REJECT,2
www sexologistindia,3,REJECT,2
sexologistindia com,3,REJECT,2
sexual functioning,3,REJECT,2
get affected,3,REJECT,2
problem need,3,REJECT,2
common issue,3,REJECT,2
number males,3,REJECT,2
include stress,3,REJECT,2
doesn't seem,3,REJECT,2
experiences difficulty,3,REJECT,2
activity due,3,REJECT,2
personal preference,3,REJECT,2
evidence contagious,3,REJECT,2
work explain,3,REJECT,2
whether change,3,REJECT,2
i've heard,3,REJECT,2
stand up,3,REJECT,2
major sin,3,REJECT,2
worst thing,3,REJECT,2
like they're,3,REJECT,2
sinful islamic,3,REJECT,2
men sinful,3,REJECT,2
prophet muhammad,3,REJECT,2
character conduct,3,REJECT,2
even means,3,REJECT,2
lead stigmatization,3,REJECT,2
instead labeling,3,REJECT,2
approach topic,3,REJECT,2
understand ed,3,REJECT,2
problem affects,3,REJECT,2
now consider,3,REJECT,2
ability engage,3,REJECT,2
unfair discriminatory,3,REJECT,2
ed feel,3,REJECT,2
goes beyond,3,REJECT,2
ed physical,3,REJECT,2
man's ability,3,REJECT,2
conditions diabetes,3,REJECT,2
medication counseling,3,REJECT,2
men ed,3,REJECT,2
ourselves condition,3,REJECT,2
equation 3x,3,REJECT,2
students took,3,REJECT,2
thing want,3,REJECT,2
pass relationship,3,REJECT,2
prescription cialis,3,REJECT,2
cialis prescription,3,REJECT,2
need get,3,REJECT,2
help however,3,REJECT,2
smooth muscle,3,REJECT,2
sex men,3,REJECT,2
issues like,3,REJECT,2
know want,3,REJECT,2
deficiency lack,3,REJECT,2
term describe,3,REJECT,2
contribute lack,3,REJECT,2
caused underlying,3,REJECT,2
caused psychological,3,REJECT,2
emotional problem,3,REJECT,2
increases risk,3,REJECT,2
well known,3,REJECT,2
getting keeping,3,REJECT,2
sexual intimacy,3,REJECT,2
caused problems,3,REJECT,2
embarrassed condition,3,REJECT,2
partner lead,3,REJECT,2
physical intimacy,3,REJECT,2
psychological effects,3,REJECT,2
suffer characterless,3,REJECT,2
person's lack,3,REJECT,2
character worth,3,REJECT,2
ability get,3,REJECT,2
condition worsen,3,REJECT,2
open accepting,3,REJECT,2
best lena,3,REJECT,2
lena found,3,REJECT,2
found helpful,3,REJECT,2
helpful please,3,REJECT,2
consider leaving,3,REJECT,2
leaving review,3,REJECT,2
therefore argue,3,REJECT,2
solution inequality,3,REJECT,2
negative number,3,REJECT,2
point line,3,REJECT,2
example cause,3,REJECT,2
civil rights,3,REJECT,2
anyone based,3,REJECT,2
like use,3,REJECT,2
causes emotional,3,REJECT,2
question difference,3,REJECT,2
positive law,3,REJECT,2
anxiety psychological,3,REJECT,2
problems medication,3,REJECT,2
pain lack,3,REJECT,2
hormone therapy,3,REJECT,2
true medical,3,REJECT,2
orgasm sexual,3,REJECT,2
including medical,3,REJECT,2
enjoy sex,3,REJECT,2
like normal,3,REJECT,2
respond sexual,3,REJECT,2
due various,3,REJECT,2
causes physical,3,REJECT,2
provide proper,3,REJECT,2
blaming shaming,3,REJECT,2
number minutes,3,REJECT,2
one significant,3,REJECT,2
significant factors,3,REJECT,2
parenting parents,3,REJECT,2
role shaping,3,REJECT,2
impact child's,3,REJECT,2
hold responsibility,3,REJECT,2
non judgmental,3,REJECT,2
healthy sexual,3,REJECT,2
another factor,3,REJECT,2
children experienced,3,REJECT,2
past trauma,3,REJECT,2
condition overall,3,REJECT,2
causes condition,3,REJECT,2
tape length,3,REJECT,2
velocity object,3,REJECT,2
ohm resistor,3,REJECT,2
woman's vagina,3,REJECT,2
however arguments,3,REJECT,2
stress women,3,REJECT,2
lead normal,3,REJECT,2
normal lives,3,REJECT,2
fact women,3,REJECT,2
woman problem,3,REJECT,2
something bad,3,REJECT,2
symptoms well,3,REJECT,2
something different,3,REJECT,2
answer soon,3,REJECT,2
where difficulty,3,REJECT,2
beliefs women's,3,REJECT,2
reinforces harmful,3,REJECT,2
control bodies,3,REJECT,2
others result,3,REJECT,2
intercourse due,3,REJECT,2
trust penis,3,REJECT,2
women resist,3,REJECT,2
woman experiences,3,REJECT,2
contractions muscles,3,REJECT,2
wrath complex,3,REJECT,2
difficulty sexual,3,REJECT,2
usually takes,3,REJECT,2
woman want,3,REJECT,2
activity cause,3,REJECT,2
behavior belief,3,REJECT,2
belief stem,3,REJECT,2
stem religious,3,REJECT,2
result physical,3,REJECT,2
sin belief,3,REJECT,2
compassion rather,3,REJECT,2
involuntary spasm,3,REJECT,2
pelvic musculature,3,REJECT,2
part used,3,REJECT,2
word means,3,REJECT,2
sex painful,3,REJECT,2
combination psychological,3,REJECT,2
vaginal entrance,3,REJECT,2
condition severe,3,REJECT,2
involuntary contraction,3,REJECT,2
contraction muscles,3,REJECT,2
floor muscles,3,REJECT,2
rule out,3,REJECT,2
develop positive,3,REJECT,2
up households,3,REJECT,2
even complete,3,REJECT,2
around able,3,REJECT,2
please try,3,REJECT,2
want anyone,3,REJECT,2
lack virtue,3,REJECT,2
women suffering,3,REJECT,2
sexist patriarchal,3,REJECT,2
patriarchal beliefs,3,REJECT,2
compassion judgment,3,REJECT,2
types including,3,REJECT,2
engage public,3,REJECT,2
public discourse,3,REJECT,2
discourse make,3,REJECT,2
control timing,3,REJECT,2
distress concern,3,REJECT,2
ourselves communities,3,REJECT,2
dots dots,3,REJECT,2
using elimination,3,REJECT,2
elimination one,3,REJECT,2
one substitution,3,REJECT,2
substitution find,3,REJECT,2
equation one,3,REJECT,2
one variable,3,REJECT,2
variable math,3,REJECT,2
decisions make,3,REJECT,2
problems explain,3,REJECT,2
often leads,3,REJECT,2
distribution income,3,REJECT,2
distress dissatisfaction,3,REJECT,2
believe result,3,REJECT,2
simply condition,3,REJECT,2
using condoms,3,REJECT,2
pe contagious,3,REJECT,2
knowledge condition,3,REJECT,2
lead relationship,3,REJECT,2
self discipline,3,REJECT,2
apart others,3,REJECT,2
questions best,3,REJECT,2
intercourse however,3,REJECT,2
believe condition,3,REJECT,2
variety causes,3,REJECT,2
someone dangerous,3,REJECT,2
normal healthy,3,REJECT,2
painful intercourse,3,REJECT,2
really difficult,3,REJECT,2
make jokes,3,REJECT,2
enough foreplay,3,REJECT,2
intercourse often,3,REJECT,2
work healthcare,3,REJECT,2
based direct,3,REJECT,2
factors punishment,3,REJECT,2
even families,3,REJECT,2
western culture,3,REJECT,2
additionally associated,3,REJECT,2
image issues,3,REJECT,2
out important,3,REJECT,2
